NS1_ASFIS,NS1_Name,NS1_Scientific name,ASFIS_2022_Ref,JG Notes,ASFIS_2022 match,Catch_quantities_2021,Issue
ECT,,Encrasicholina heteroloba,ECT,New species added in 2022 NS1,Match,627.3883012,FALSE
EEA,,Epinephelus fasciatus,EEA,New species added in 2022 NS1,Match,65.244,FALSE
EEC,,Epinephelus maculatus,EEC,New species added in 2022 NS1,Match,1653.707729,FALSE
EEK,,Epinephelus polyphekadion,EEK,New species added in 2022 NS1,Match,174.2185752,FALSE
EFK,,Epinephelus bleekeri,EFK,New species added in 2022 NS1,Match,4343.2016,FALSE
EFQ,,Epinephelus quoyanus,EFQ,New species added in 2022 NS1,Match,820.6070478,FALSE
EFY,,Epinephelus amblycephalus,EFY,New species added in 2022 NS1,Match,10144.88147,FALSE
EHG,,Aethaloperca rogaa,EHG,New species added in 2022 NS1,Match,633.6245013,FALSE
EIL,,Ilisha elongata,EIL,New species added in 2022 NS1,Match,1610.538,FALSE
EIU,,Epinephelus undulosus,EIU,New species added in 2022 NS1,Match,730.46,FALSE
EKN,,Acetes indicus,EKN,New species added in 2022 NS1,Match,26958.197,FALSE
EKU,,Penaeus canaliculatus,EKU,New species added in 2022 NS1,Match,94.215,FALSE
ELY,,Penaeus longistylus,ELY,New species added in 2022 NS1,Match,36.27,FALSE
EMC,,Eucheuma cottonii,EMC,New species added in 2022 NS1,Match,67.107,FALSE
EME,,Plectropomus areolatus,EME,New species added in 2022 NS1,Match,4335.402,FALSE
EML,,Plectropomus laevis,EML,New species added in 2022 NS1,Match,1133.691101,FALSE
EMW,,Plectropomus oligacanthus,EMW,New species added in 2022 NS1,Match,47.576,FALSE
END,,Encrasicholina devisi,END,New species added in 2022 NS1,Match,66257.24841,FALSE
ENI,,Epinephelus coioides,ENI,New species added in 2022 NS1,Match,1226.517,FALSE
EOJ,,Eopsetta jordani,EOJ,New species added in 2022 NS1,Match,632.977,FALSE
EPR,,Epinephelus areolatus,EPR,New species added in 2022 NS1,Match,9.759,FALSE
EPY,,Epinephelus cyanopodus,EPY,New species added in 2022 NS1,Match,682.828,FALSE
ESN,,Stolephorus insularis,ESN,New species added in 2022 NS1,Match,3792.914916,FALSE
ESU,,Setipinna tenuifilis,ESU,New species added in 2022 NS1,Match,3060.637,FALSE
ESY,,Setipinna taty,ESY,New species added in 2022 NS1,Match,2075.738,FALSE
EUB,,Eusphyra blochii,EUB,New species added in 2022 NS1,Match,284.1469218,FALSE
EWC,,Epinephelus coeruleopunctatus,#N/A,New species added in 2022 NS1,No match/missing,377.6,TRUE
EWE,,Epinephelus epistictus,EWE,New species added in 2022 NS1,Match,395.36,FALSE
EWF,,Epinephelus fuscoguttatus,EWF,New species added in 2022 NS1,Match,4844.755,FALSE
EWU,,Epinephelus multinotatus,EWU,New species added in 2022 NS1,Match,29.213,FALSE
EWV,,Epinephelus faveatus,EWV,New species added in 2022 NS1,Match,641.354,FALSE
EWW,,Epinephelus longispinis,EWW,New species added in 2022 NS1,Match,2041.477,FALSE
EYB,,Thryssa baelama,EYB,New species added in 2022 NS1,Match,7396.734,FALSE
EYH,,Thryssa hamiltonii,EYH,New species added in 2022 NS1,Match,4521.626,FALSE
EYT,,Thryssa setirostris,EYT,New species added in 2022 NS1,Match,72.59,FALSE
EZO,,Epinephelus spilotoceps,EZO,New species added in 2022 NS1,Match,134.767,FALSE
FAP,,Amphiprion clarkii,FAP,New species added in 2022 NS1,Match,0.982,FALSE
FCG,,Ctenopharyngodon idellus,#N/A,New species added in 2022 NS1,No match/missing,683.243,TRUE
FCW,,Atherinomorus lacunosus,FCW,New species added in 2022 NS1,Match,3751.042235,FALSE
FDP,,Hyporhamphus dussumieri,#N/A,New species added in 2022 NS1,No match/missing,171.813,TRUE
FHS,,Centriscus scutatus,FHS,New species added in 2022 NS1,Match,0.028167413,FALSE
FLP,,Penaeus chinensis,FLP,New species added in 2022 NS1,Match,3196.275,FALSE
FQB,,Hypoatherina temminckii,FQB,New species added in 2022 NS1,Match,2836.049,FALSE
FRL,,Pharus legumen,FRL,New species added in 2022 NS1,Match,184.5,FALSE
FSS,,Channa striata,FSS,New species added in 2022 NS1,Match,79.516,FALSE
GCA,,Gracila albomarginata,GCA,New species added in 2022 NS1,Match,16928.24658,FALSE
GEF,,Gerres filamentosus,GEF,New species added in 2022 NS1,Match,1249.195,FALSE
GEJ,,Gerres oyena,GEJ,New species added in 2022 NS1,Match,208.277,FALSE
GES,,Gempylus serpens,GES,New species added in 2022 NS1,Match,136.93,FALSE
GJW,,Gracilaria verrucosa,GJW,New species added in 2022 NS1,Match,874.685,FALSE
GMR,,Gymnocranius griseus,GMR,New species added in 2022 NS1,Match,27718.8736,FALSE
GUQ,,Centrophorus squamosus,GUQ,New species added in 2022 NS1,Match,230.864,FALSE
GVM,,Grammoplites scaber,GVM,New species added in 2022 NS1,Match,14.214,FALSE
GVS,,Sargassum muticum,GVS,New species added in 2022 NS1,Match,16177.108,FALSE
GXR,,Gnathodentex aureolineatus,GXR,New species added in 2022 NS1,Match,0.635,FALSE
GZM,,Gazza minuta,GZM,New species added in 2022 NS1,Match,98.642,FALSE
GZP,,Hyporhamphus quoyi,GZP,New species added in 2022 NS1,Match,61.037,FALSE
HIX,,Hilsa kelee,HIX,New species added in 2022 NS1,Match,294.32,FALSE
HJC,,Rhinecanthus aculeatus,HJC,New species added in 2022 NS1,Match,0.588,FALSE
HNM,,Heniochus acuminatus,HNM,New species added in 2022 NS1,Match,34.662,FALSE
HQR,,Harpiosquilla raphidea,HQR,New species added in 2022 NS1,Match,7202.038,FALSE
HRR,,Chrysochir aureus,HRR,New species added in 2022 NS1,Match,1071.017,FALSE
IEN,,Saurida longimanus,IEN,New species added in 2022 NS1,Match,7761.92,FALSE
IET,,Platax pinnatus,IET,New species added in 2022 NS1,Match,1499.395,FALSE
IEY,,Plectorhinchus lineatus,IEY,New species added in 2022 NS1,Match,19.842,FALSE
IIX,,Cephalopholis aitha,#N/A,New species added in 2022 NS1,No match/missing,3919.76648,TRUE
IYL,,Sicyopterus lagocephalus,IYL,New species added in 2022 NS1,Match,3465.432609,FALSE
JBK,,Cheilinus chlorourus,JBK,New species added in 2022 NS1,Match,2185.965,FALSE
JCS,,Johnius borneensis,JCS,New species added in 2022 NS1,Match,5415.496,FALSE
JOA,,Johnius amblycephalus,JOA,New species added in 2022 NS1,Match,4254.779,FALSE
JOU,,Johnius dussumieri,JOU,New species added in 2022 NS1,Match,1444.663,FALSE
JWY,,Alepes kleinii,JWY,New species added in 2022 NS1,Match,5798.52,FALSE
KBB,,Argyrops bleekeri,KBB,New species added in 2022 NS1,Match,641.605,FALSE
KBR,,Argyrops spinifer,KBR,New species added in 2022 NS1,Match,15088.35815,FALSE
KPM,,Carpilius maculatus,KPM,New species added in 2022 NS1,Match,29158.06581,FALSE
KYC,,Kyphosus cinerascens,KYC,New species added in 2022 NS1,Match,26.036,FALSE
KYV,,Kyphosus vaigiensis,KYV,New species added in 2022 NS1,Match,44.108,FALSE
KZL,,Nuchequula gerreoides,KZL,New species added in 2022 NS1,Match,91.797,FALSE
LAG,,Lampris guttatus,LAG,New species added in 2022 NS1,Match,3801.368,FALSE
LCV,,Photopectoralis bindus,#N/A,New species added in 2022 NS1,No match/missing,157.108,TRUE
LGS,,Aurigequula fasciata,LGS,New species added in 2022 NS1,Match,12042.587,FALSE
LHT,,Trichiurus savala,#N/A,New species added in 2022 NS1,No match/missing,47.824,TRUE
LJB,,Lutjanus bohar,LJB,New species added in 2022 NS1,Match,43.5,FALSE
LJV,,Lutjanus fulvus,LJV,New species added in 2022 NS1,Match,645.868,FALSE
LKR,,Otolithes ruber,LKR,New species added in 2022 NS1,Match,7768.358,FALSE
LOB,,Lobotes surinamensis,LOB,New species added in 2022 NS1,Match,9012.231348,FALSE
LOV,,Leptoscarus vaigiensis,LOV,New species added in 2022 NS1,Match,82.08,FALSE
LRC,,Paracaesio caerulea,LRC,New species added in 2022 NS1,Match,529.8,FALSE
LRK,,Paracaesio kusakarii,LRK,New species added in 2022 NS1,Match,25910.22857,FALSE
LRO,,Selar boops,LRO,New species added in 2022 NS1,Match,1076.339,FALSE
LRX,,Paracaesio xanthura,LRX,New species added in 2022 NS1,Match,92.711,FALSE
LSJ,,Alepes djedaba,LSJ,New species added in 2022 NS1,Match,9254.88892,FALSE
LSN,,Alepes melanoptera,LSN,New species added in 2022 NS1,Match,965.2397266,FALSE
LSV,,Alepes vari,LSV,New species added in 2022 NS1,Match,2120.728,FALSE
LTA,,Euthynnus alletteratus,LTA,New species added in 2022 NS1,Match,243.481,FALSE
LTJ,,Lutjanus vivanus,LTJ,New species added in 2022 NS1,Match,82.625,FALSE
LTY,,Lethrinus erythropterus,LTY,New species added in 2022 NS1,Match,2.77,FALSE
MAK,,Isurus glaucus,#N/A,New species added in 2022 NS1,No match/missing,110.5508521,TRUE
MCB,,Congresox talabon,MCB,New species added in 2022 NS1,Match,18824.322,FALSE
MCO,,Macrochirichthys macrochirus,MCO,New species added in 2022 NS1,Match,414.757,FALSE
MEN,,Melichthys niger,MEN,New species added in 2022 NS1,Match,26.062,FALSE
MIL,,Chanos chanos,MIL,New species added in 2022 NS1,Match,1586.225,FALSE
MOB,,Scolopsis affinis,#N/A,New species added in 2022 NS1,No match/missing,4096.664,TRUE
MOB,,Scolopsis xenochroa,#N/A,New species added in 2022 NS1,No match/missing,0.2,TRUE
MOJ,,Gerres erythrourus,#N/A,New species added in 2022 NS1,No match/missing,10033.967,TRUE
MOO,,Mene maculata,MOO,New species added in 2022 NS1,Match,420.466,FALSE
MUV,,Mulloidichthys flavolineatus,MUV,New species added in 2022 NS1,Match,52.31,FALSE
MYN,,Hemibagrus nemurus,MYN,New species added in 2022 NS1,Match,3550.39282,FALSE
,,Acanthocepola krusensternii,#N/A,New species added in 2022 NS1,No match/missing,100.354,TRUE
,,Amphidromus javanicus,#N/A,New species added in 2022 NS1,No match/missing,2657.877,TRUE
,,Apogonichthyoides melas,#N/A,New species added in 2022 NS1,No match/missing,108.772,TRUE
,,Atherinomorus duodecimalis,#N/A,New species added in 2022 NS1,No match/missing,302.9,TRUE
,,Branchiostegus sawakinensis,#N/A,New species added in 2022 NS1,No match/missing,2.82,TRUE
,,Cambarellus patzcuarensis,#N/A,New species added in 2022 NS1,No match/missing,25.26,TRUE
,,Cassiopea medusa,#N/A,New species added in 2022 NS1,No match/missing,23.99,TRUE
,,Cetoscarus ocellatus,#N/A,New species added in 2022 NS1,No match/missing,290.758,TRUE
,,Cheilopogon arcticeps,#N/A,New species added in 2022 NS1,No match/missing,6187.484,TRUE
,,Chephalopholis boenack,#N/A,New species added in 2022 NS1,No match/missing,55365.17782,TRUE
,,Chlorurus microrhinos,#N/A,New species added in 2022 NS1,No match/missing,393.696,TRUE
,,Corbula faba,#N/A,New species added in 2022 NS1,No match/missing,2463.8,TRUE
,,Equulites laterofenestra,#N/A,New species added in 2022 NS1,No match/missing,11475.43,TRUE
,,Eubleekeria splendens,#N/A,New species added in 2022 NS1,No match/missing,43.434,TRUE
,,Euristhmus microceps,#N/A,New species added in 2022 NS1,No match/missing,1049.815,TRUE
,,Fenneropenaeus indicus,#N/A,New species added in 2022 NS1,No match/missing,72.084,TRUE
,,Helotes sexlineatus,#N/A,New species added in 2022 NS1,No match/missing,4763.836394,TRUE
,,Heniochus singularius,#N/A,New species added in 2022 NS1,No match/missing,154.079,TRUE
,,Herklotsichthys quadrimaculatus,#N/A,New species added in 2022 NS1,No match/missing,297.851,TRUE
,,Herklotsichthys dispilonotus,#N/A,New species added in 2022 NS1,No match/missing,7216.453,TRUE
,,Liopropoma randalli,#N/A,New species added in 2022 NS1,No match/missing,15563.15683,TRUE
,,Megokris granulosus,#N/A,New species added in 2022 NS1,No match/missing,20064.83,TRUE
,,Moemkhausia pitteri,#N/A,New species added in 2022 NS1,No match/missing,16.105,TRUE
,,Paracaesio brevidentata,#N/A,New species added in 2022 NS1,No match/missing,29031.01413,TRUE
,,Parascolopsis inermis,#N/A,New species added in 2022 NS1,No match/missing,8.431,TRUE
,,Parribacus antarchicus,#N/A,New species added in 2022 NS1,No match/missing,240.126,TRUE
,,Pinjalo lewisi,#N/A,New species added in 2022 NS1,No match/missing,1732.685,TRUE
,,Plectranthias retrofasciatus,#N/A,New species added in 2022 NS1,No match/missing,12511.333,TRUE
,,Prionurus chrysurus,#N/A,New species added in 2022 NS1,No match/missing,8730.131,TRUE
,,Rhinecanthus rectangulus,#N/A,New species added in 2022 NS1,No match/missing,48.894,TRUE
,,Rhinecanthus verrucosus,#N/A,New species added in 2022 NS1,No match/missing,25,TRUE
,,Sacura parva,#N/A,New species added in 2022 NS1,No match/missing,501.9,TRUE
,,Symphysanodon katayamai,#N/A,New species added in 2022 NS1,No match/missing,45931.33336,TRUE
,,Trapezia rufopunctata,#N/A,New species added in 2022 NS1,No match/missing,183.082,TRUE
,,Trygon sephen,#N/A,New species added in 2022 NS1,No match/missing,1462.211,TRUE
NAP,,Parapenaeopsis sculptilis,NAP,New species added in 2022 NS1,Match,828.474,FALSE
NBH,,Naso annulatus,NBH,New species added in 2022 NS1,Match,0.338008951,FALSE
NDK,,Nibea soldado,NDK,New species added in 2022 NS1,Match,2213.678,FALSE
NDQ,,Anadara antiquata,NDQ,New species added in 2022 NS1,Match,1499.684,FALSE
NIT,,Parapenaeopsis tenella,NIT,New species added in 2022 NS1,Match,399.188,FALSE
NMR,,Nemanthias carberryi,NMR,New species added in 2022 NS1,Match,271,FALSE
NPC,,Pentapodus caninus,NPC,New species added in 2022 NS1,Match,925.082,FALSE
NPN,,Parapenaeopsis cornuta,NPN,New species added in 2022 NS1,Match,636.2,FALSE
NPY,,Pentapodus emeryii,NPY,New species added in 2022 NS1,Match,669.704,FALSE
NQX,,Pentapodus setosus,#N/A,New species added in 2022 NS1,No match/missing,24670.637,TRUE
NSC,,Scolopsis bilineata,NSC,New species added in 2022 NS1,Match,1930.66,FALSE
OAO,,Solea ovata,OAO,New species added in 2022 NS1,Match,32.264,FALSE
ODV,,Podophthalmus vigil,ODV,New species added in 2022 NS1,Match,2406.862,FALSE
OFW,,Choerodon anchorago,#N/A,New species added in 2022 NS1,No match/missing,102.291,TRUE
ONI,,Odonus niger,ONI,New species added in 2022 NS1,Match,136.39,FALSE
OPI,,Pisodonophis cancrivorus,OPI,New species added in 2022 NS1,Match,0.195,FALSE
ORB,,Chiloscyllium punctatum,ORB,New species added in 2022 NS1,Match,35.406,FALSE
ORH,,Chiloscyllium plagiosum,ORH,New species added in 2022 NS1,Match,3.933,FALSE
ORT,,Orectolobus maculatus,ORT,New species added in 2022 NS1,Match,9.185,FALSE
OSF,,Stegostoma fasciatum,#N/A,New species added in 2022 NS1,No match/missing,0.832,TRUE
OTI,,Protonibea diacanthus,OTI,New species added in 2022 NS1,Match,9513.393,FALSE
PFV,,Plectorhinchus flavomaculatus,PFV,New species added in 2022 NS1,Match,0.041,FALSE
PHT,,Opisthopterus tardoore,PHT,New species added in 2022 NS1,Match,301.83,FALSE
PIE,,Ilisha melastoma,PIE,New species added in 2022 NS1,Match,425.916,FALSE
PII,,Plotosus lineatus,PII,New species added in 2022 NS1,Match,3440.654,FALSE
PJL,,Pentaprion longimanus,PJL,New species added in 2022 NS1,Match,1511.921686,FALSE
PJP,,Pinjalo pinjalo,PJP,New species added in 2022 NS1,Match,3181.566506,FALSE
PLM,,Plectropomus maculatus,PLM,New species added in 2022 NS1,Match,38.649,FALSE
PLS,,Pteroplatytrygon violacea,PLS,New species added in 2022 NS1,Match,78.29,FALSE
PNJ,,Penaeus marginatus,PNJ,New species added in 2022 NS1,Match,170.06,FALSE
PNV,,Penaeus vannamei,PNV,New species added in 2022 NS1,Match,9631.249586,FALSE
POO,,Trachinotus blochii,POO,New species added in 2022 NS1,Match,457.965,FALSE
PQD,,Pelates quadrilineatus,PQD,New species added in 2022 NS1,Match,30.836,FALSE
PRF,,Macrobrachium rosenbergii,PRF,New species added in 2022 NS1,Match,318.4826947,FALSE
PRP,,Promethichthys prometheus,PRP,New species added in 2022 NS1,Match,422.5233397,FALSE
PUN,,Plotosus canius,PUN,New species added in 2022 NS1,Match,11580.914,FALSE
PWG,,Psammoperca waigiensis,PWG,New species added in 2022 NS1,Match,98.212,FALSE
QEX,,Potamotrygon menchacai,#N/A,New species added in 2022 NS1,No match/missing,109.9,TRUE
QRS,,Filimanus perplexa,QRS,New species added in 2022 NS1,Match,246.47,FALSE
QRW,,Filimanus xanthonema,QRW,New species added in 2022 NS1,Match,0.024,FALSE
QSQ,,Polydactylus microstomus,QSQ,New species added in 2022 NS1,Match,9097.651,FALSE
RAF,,Rastrelliger faughni,RAF,New species added in 2022 NS1,Match,182494.4428,FALSE
RCD,,Rhynchobatus djiddensis,RCD,New species added in 2022 NS1,Match,4595.956,FALSE
RCI,,Paracirrhites forsteri,RCI,New species added in 2022 NS1,Match,143.815,FALSE
RDF,,Hemitrygon fluviorum,RDF,New species added in 2022 NS1,Match,645.229,FALSE
RDK,,Neotrygon kuhlii,RDK,New species added in 2022 NS1,Match,15089.22967,FALSE
REZ,,Remora osteochir,REZ,New species added in 2022 NS1,Match,0.012,FALSE
RFP,,Parupeneus barberinus,RFP,New species added in 2022 NS1,Match,14223.65631,FALSE
RFQ,,Parupeneus indicus,RFQ,New species added in 2022 NS1,Match,12896.66671,FALSE
RGI,,Gymnura micrura,RGI,New species added in 2022 NS1,Match,9531.948,FALSE
RHA,,Rhizoprionodon acutus,RHA,New species added in 2022 NS1,Match,571.018,FALSE
RNJ,,Anampses geographicus,NAF,New species added in 2022 NS1,No match/missing,321.4,TRUE
RPX,,Parupeneus cinnabarius,#N/A,New species added in 2022 NS1,No match/missing,343.5872692,TRUE
RPY,,Parupeneus cyclostomus,RPY,New species added in 2022 NS1,Match,30166.22875,FALSE
RQF,,Parupeneus heptacanthus,RQF,New species added in 2022 NS1,Match,1011.361,FALSE
RRY,,Rhina ancylostoma,#N/A,New species added in 2022 NS1,No match/missing,181.182,TRUE
RTY,,Taeniura lymma,RTY,New species added in 2022 NS1,Match,236.905,FALSE
SGY,,Strongylura strongylura,SGY,New species added in 2022 NS1,Match,4745.901756,FALSE
SJE,,Symphorus nematophorus,SJE,New species added in 2022 NS1,Match,0.2,FALSE
SNY,,Ocyurus chrysurus,SNY,New species added in 2022 NS1,Match,46.953,FALSE
SPS,,Drepane punctata,SPS,New species added in 2022 NS1,Match,542.581,FALSE
SSP,,Tetrapturus angustirostris,SSP,New species added in 2022 NS1,Match,803.819,FALSE
STL,,Encrasicholina punctifer,STL,New species added in 2022 NS1,Match,22866.183,FALSE
SYQ,,Strongylura leiura,SYQ,New species added in 2022 NS1,Match,246.8,FALSE
SYW,,Synodus variegatus,SYW,New species added in 2022 NS1,Match,2224.316,FALSE
TBA,,Trachinotus baillonii,TBA,New species added in 2022 NS1,Match,0.07,FALSE
TEC,,Pterocaesio chrysozona,TEC,New species added in 2022 NS1,Match,1068.788229,FALSE
TED,,Pterocaesio digramma,TED,New species added in 2022 NS1,Match,0.019,FALSE
TFG,,Scatophagus argus,TFG,New species added in 2022 NS1,Match,133.326,FALSE
THL,,Hemitriakis leucoperiptera,THL,New species added in 2022 NS1,Match,478.581,FALSE
THQ,,Thenus orientalis,THQ,New species added in 2022 NS1,Match,22.947,FALSE
TIG,,Galeocerdo cuvier,TIG,New species added in 2022 NS1,Match,504.903,FALSE
TIP,,Penaeus semisulcatus,TIP,New species added in 2022 NS1,Match,297.989,FALSE
TLM,,Oreochromis mossambicus,TLM,New species added in 2022 NS1,Match,0.1,FALSE
TNF,,Trachinotus falcatus,TNF,New species added in 2022 NS1,Match,40.631,FALSE
TUM,,Atule mate,TUM,New species added in 2022 NS1,Match,34905.33341,FALSE
TXE,,Telescopium telescopium,TXE,New species added in 2022 NS1,Match,72.735,FALSE
UBP,,Cubiceps capensis,UBP,New species added in 2022 NS1,Match,370.408,FALSE
UBV,,Pseudobalistes flavimarginatus,UBV,New species added in 2022 NS1,Match,0.31,FALSE
UHA,,Pseudorhombus arsius,UHA,New species added in 2022 NS1,Match,2184.619764,FALSE
UHG,,Pseudorhombus malayanus,UHG,New species added in 2022 NS1,Match,1488.462,FALSE
UHJ,,Pseudorhombus javanicus,UHJ,New species added in 2022 NS1,Match,349.047,FALSE
UKX,,Pseudorhombus diplospilus,#N/A,New species added in 2022 NS1,No match/missing,51.45047849,TRUE
ULE,,Ulua mentalis,ULE,New species added in 2022 NS1,Match,36.39232128,FALSE
ULG,,Calotomus carolinus,ULG,New species added in 2022 NS1,Match,371.214,FALSE
UMP,,Amusium pleuronectes,UMP,New species added in 2022 NS1,Match,1192.396,FALSE
URS,,Echinus esculentus,URS,New species added in 2022 NS1,Match,468.069,FALSE
USF,,Scarus forsteni,USF,New species added in 2022 NS1,Match,309.735,FALSE
USY,,Scarus ghobban,USY,New species added in 2022 NS1,Match,3600.048,FALSE
USZ,,Scarus frenatus,USZ,New species added in 2022 NS1,Match,2201.721513,FALSE
UTI,,Secutor insidiator,UTI,New species added in 2022 NS1,Match,85.25,FALSE
UUS,,Chlorurus sordidus,UUS,New species added in 2022 NS1,Match,13.59,FALSE
UVD,,Scarus psittacus,UVD,New species added in 2022 NS1,Match,2022.005418,FALSE
VRA,,Variola albimarginata,VRA,New species added in 2022 NS1,Match,406.405,FALSE
VRL,,Variola louti,VRL,New species added in 2022 NS1,Match,80.697,FALSE
WAH,,Acanthocybium solandri,WAH,New species added in 2022 NS1,Match,153.485,FALSE
WBM,,Brotula multibarbata,WBM,New species added in 2022 NS1,Match,0.062,FALSE
WKP,,Penaeus latisulcatus,WKP,New species added in 2022 NS1,Match,202.754,FALSE
YAT,,Scylla tranquebarica,YAT,New species added in 2022 NS1,Match,17,FALSE
YBS,,Sphyraena forsteri,YBS,New species added in 2022 NS1,Match,4403.836,FALSE
YED,,Nibea albiflora,YED,New species added in 2022 NS1,Match,13.3,FALSE
YEO,,Atypopenaeus formosus,YEO,New species added in 2022 NS1,Match,245.451,FALSE
YLU,,Scylaroies squamosus,#N/A,New species added in 2022 NS1,No match/missing,1671.187706,TRUE
YLW,,Scylla olivacea,YLW,New species added in 2022 NS1,Match,3447.175,FALSE
YME,,Polymesoda erosa,YME,New species added in 2022 NS1,Match,116.085,FALSE
YOB,,Cynoglossus bilineatus,YOB,New species added in 2022 NS1,Match,84.606,FALSE
YOG,,Cynoglossus lingua,YOG,New species added in 2022 NS1,Match,78.462,FALSE
YOP,,Cynoglossus puncticeps,YOP,New species added in 2022 NS1,Match,90.419,FALSE
YOR,,Cynoglossus arel,YOR,New species added in 2022 NS1,Match,384.906,FALSE
YPX,,Cypselurus angusticeps,#N/A,New species added in 2022 NS1,No match/missing,615.6359327,TRUE
YPX,,Cypselurus opisthopus,#N/A,New species added in 2022 NS1,No match/missing,5084.826655,TRUE
YRB,,Sphyraena obtusata,YRB,New species added in 2022 NS1,Match,1420.812522,FALSE
YRN,,Sphyraena pinguis,YRN,New species added in 2022 NS1,Match,112.303,FALSE
